,Trip.ID,Duration,Start.time,End.time,Starting.Station.ID,Starting.Station.Latitude,Starting.Station.Longitude,Ending.Station.ID,Ending.Station.Latitude,Ending.Station.Longitude,Bike.ID,Plan.Duration,Trip.Route.Category,Passholder.Type,Starting.Lat.Long,Ending.Lat.Long,Start.Time.NEW,order
136,11510996,180,10/27/16 18:11,10/27/16 18:14,3005,34.04855,-118.259048,3031,34.044701,-118.252441,6728,365,One Way,Flex Pass,"{'longitude': '-118.259048', 'latitude': '34.04855', 'needs_recoding': False}","{'longitude': '-118.252441', 'latitude': '34.044701', 'needs_recoding': False}",10/27/16 18:11,136
137,11688949,660,10/29/16 14:44,10/29/16 14:55,3031,34.044701,-118.252441,3008,34.046612,-118.262733,6728,0,One Way,Walk-up,"{'longitude': '-118.252441', 'latitude': '34.044701', 'needs_recoding': False}","{'longitude': '-118.262733', 'latitude': '34.046612', 'needs_recoding': False}",10/29/16 14:44,137
138,12082648,420,11/2/16 13:35,11/2/16 13:42,3035,34.048401,-118.260948,3063,34.049198,-118.252831,6728,30,One Way,Monthly Pass,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}","{'longitude': '-118.252831', 'latitude': '34.049198', 'needs_recoding': False}",11/2/16 13:35,138
139,13092178,900,11/11/16 19:33,11/11/16 19:48,3063,34.049198,-118.252831,3005,34.04855,-118.259048,6728,30,One Way,Monthly Pass,"{'longitude': '-118.252831', 'latitude': '34.049198', 'needs_recoding': False}","{'longitude': '-118.259048', 'latitude': '34.04855', 'needs_recoding': False}",11/11/16 19:33,139
140,13164369,1320,11/12/16 12:08,11/12/16 12:30,3024,34.05772,-118.24897,3016,34.052898,-118.241562,6728,0,One Way,Walk-up,"{'longitude': '-118.24897', 'latitude': '34.05772', 'needs_recoding': False}","{'longitude': '-118.241562', 'latitude': '34.052898', 'needs_recoding': False}",11/12/16 12:08,140
141,13164343,840,11/12/16 12:30,11/12/16 12:44,3016,34.052898,-118.241562,3082,34.04652,-118.237411,6728,NA,One Way,Staff Annual,"{'longitude': '-118.241562', 'latitude': '34.052898', 'needs_recoding': False}","{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}",11/12/16 12:30,141
142,13168630,480,11/12/16 13:21,11/12/16 13:29,3082,34.04652,-118.237411,3058,34.035801,-118.23317,6728,365,One Way,Flex Pass,"{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}","{'longitude': '-118.23317', 'latitude': '34.035801', 'needs_recoding': False}",11/12/16 13:21,142
143,13287144,1260,11/13/16 16:31,11/13/16 16:52,3058,34.035801,-118.23317,3036,34.039188,-118.232529,6728,0,One Way,Walk-up,"{'longitude': '-118.23317', 'latitude': '34.035801', 'needs_recoding': False}","{'longitude': '-118.232529', 'latitude': '34.039188', 'needs_recoding': False}",11/13/16 16:31,143
144,13601367,1200,11/16/16 16:30,11/16/16 16:50,3036,34.039188,-118.232529,3082,34.04652,-118.237411,6728,30,One Way,Monthly Pass,"{'longitude': '-118.232529', 'latitude': '34.039188', 'needs_recoding': False}","{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}",11/16/16 16:30,144
145,13610640,1380,11/16/16 18:05,11/16/16 18:28,3082,34.04652,-118.237411,3048,34.041691,-118.235352,6728,0,One Way,Walk-up,"{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}","{'longitude': '-118.235352', 'latitude': '34.041691', 'needs_recoding': False}",11/16/16 18:05,145
146,13615333,1560,11/16/16 19:03,11/16/16 19:29,3048,34.041691,-118.235352,3042,34.049301,-118.238808,6728,0,One Way,Walk-up,"{'longitude': '-118.235352', 'latitude': '34.041691', 'needs_recoding': False}","{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}",11/16/16 19:03,146
147,13679570,1080,11/17/16 11:30,11/17/16 11:48,3042,34.049301,-118.238808,3042,34.049301,-118.238808,6728,0,Round Trip,Walk-up,"{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}","{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}",11/17/16 11:30,147
148,13697147,600,11/17/16 16:08,11/17/16 16:18,3030,34.051941,-118.24353,3014,34.05661,-118.237213,6728,30,One Way,Monthly Pass,"{'longitude': '-118.24353', 'latitude': '34.051941', 'needs_recoding': False}","{'longitude': '-118.237213', 'latitude': '34.05661', 'needs_recoding': False}",11/17/16 16:08,148
149,13766957,780,11/18/16 08:36,11/18/16 08:49,3014,34.05661,-118.237213,3048,34.041691,-118.235352,6728,0,One Way,Walk-up,"{'longitude': '-118.237213', 'latitude': '34.05661', 'needs_recoding': False}","{'longitude': '-118.235352', 'latitude': '34.041691', 'needs_recoding': False}",11/18/16 08:36,149
150,13811057,720,11/18/16 18:01,11/18/16 18:13,3048,34.041691,-118.235352,3037,34.034801,-118.231277,6728,0,One Way,Walk-up,"{'longitude': '-118.235352', 'latitude': '34.041691', 'needs_recoding': False}","{'longitude': '-118.231277', 'latitude': '34.034801', 'needs_recoding': False}",11/18/16 18:01,150
151,15657550,480,12/11/16 00:03,12/11/16 00:11,3029,34.048851,-118.246422,3082,34.04652,-118.237411,6728,30,One Way,Monthly Pass,"{'longitude': '-118.246422', 'latitude': '34.048851', 'needs_recoding': False}","{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}",12/11/16 00:03,151
152,15705027,14220,12/11/16 09:40,12/11/16 13:37,3082,34.04652,-118.237411,3000,NA,NA,6728,365,One Way,Flex Pass,"{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}",,12/11/16 09:40,152
153,15780815,900,12/12/16 10:16,12/12/16 10:31,3064,34.04681,-118.256981,3007,34.05048,-118.254593,6728,0,One Way,Walk-up,"{'longitude': '-118.256981', 'latitude': '34.04681', 'needs_recoding': False}","{'longitude': '-118.254593', 'latitude': '34.05048', 'needs_recoding': False}",12/12/16 10:16,153
154,15874286,480,12/13/16 13:42,12/13/16 13:50,3007,34.05048,-118.254593,3034,34.042061,-118.263382,6728,30,One Way,Monthly Pass,"{'longitude': '-118.254593', 'latitude': '34.05048', 'needs_recoding': False}","{'longitude': '-118.263382', 'latitude': '34.042061', 'needs_recoding': False}",12/13/16 13:42,154
155,16108675,780,12/16/16 13:22,12/16/16 13:35,3034,34.042061,-118.263382,3069,34.05088,-118.248253,6728,0,One Way,Walk-up,"{'longitude': '-118.263382', 'latitude': '34.042061', 'needs_recoding': False}","{'longitude': '-118.248253', 'latitude': '34.05088', 'needs_recoding': False}",12/16/16 13:22,155
156,16111734,720,12/16/16 14:13,12/16/16 14:25,3069,34.05088,-118.248253,3034,34.042061,-118.263382,6728,0,One Way,Walk-up,"{'longitude': '-118.248253', 'latitude': '34.05088', 'needs_recoding': False}","{'longitude': '-118.263382', 'latitude': '34.042061', 'needs_recoding': False}",12/16/16 14:13,156
157,16335240,420,12/19/16 18:16,12/19/16 18:23,3034,34.042061,-118.263382,3005,34.04855,-118.259048,6728,30,One Way,Monthly Pass,"{'longitude': '-118.263382', 'latitude': '34.042061', 'needs_recoding': False}","{'longitude': '-118.259048', 'latitude': '34.04855', 'needs_recoding': False}",12/19/16 18:16,157
158,16341369,1740,12/19/16 20:05,12/19/16 20:34,3005,34.04855,-118.259048,3008,34.046612,-118.262733,6728,30,One Way,Monthly Pass,"{'longitude': '-118.259048', 'latitude': '34.04855', 'needs_recoding': False}","{'longitude': '-118.262733', 'latitude': '34.046612', 'needs_recoding': False}",12/19/16 20:05,158
159,16522734,360,12/22/16 13:20,12/22/16 13:26,3052,34.051102,-118.264557,3064,34.04681,-118.256981,6728,30,One Way,Monthly Pass,"{'longitude': '-118.264557', 'latitude': '34.051102', 'needs_recoding': False}","{'longitude': '-118.256981', 'latitude': '34.04681', 'needs_recoding': False}",12/22/16 13:20,159
160,16648952,360,12/24/16 11:42,12/24/16 11:48,3068,34.0532,-118.250954,3035,34.048401,-118.260948,6728,30,One Way,Monthly Pass,"{'longitude': '-118.250954', 'latitude': '34.0532', 'needs_recoding': False}","{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",12/24/16 11:42,160
161,16659527,720,12/24/16 14:50,12/24/16 15:02,3035,34.048401,-118.260948,3067,34.045181,-118.250237,6728,0,One Way,Walk-up,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}","{'longitude': '-118.250237', 'latitude': '34.045181', 'needs_recoding': False}",12/24/16 14:50,161
162,16721111,1800,12/25/16 14:56,12/25/16 15:26,3067,34.045181,-118.250237,3014,34.05661,-118.237213,6728,0,One Way,Walk-up,"{'longitude': '-118.250237', 'latitude': '34.045181', 'needs_recoding': False}","{'longitude': '-118.237213', 'latitude': '34.05661', 'needs_recoding': False}",12/25/16 14:56,162
163,16880631,300,12/28/16 17:52,12/28/16 17:57,3014,34.05661,-118.237213,3016,34.052898,-118.241562,6728,30,One Way,Monthly Pass,"{'longitude': '-118.237213', 'latitude': '34.05661', 'needs_recoding': False}","{'longitude': '-118.241562', 'latitude': '34.052898', 'needs_recoding': False}",12/28/16 17:52,163
164,16978279,60,12/30/16 13:57,12/30/16 13:58,3016,34.052898,-118.241562,3023,34.050911,-118.240967,6728,30,One Way,Monthly Pass,"{'longitude': '-118.241562', 'latitude': '34.052898', 'needs_recoding': False}","{'longitude': '-118.240967', 'latitude': '34.050911', 'needs_recoding': False}",12/30/16 13:57,164
165,17093615,2040,1/1/17 14:54,1/1/17 15:28,3068,34.0532,-118.250954,3018,34.043732,-118.260139,6728,0,One Way,Walk-up,,"{'longitude': '-118.260139', 'latitude': '34.043732', 'needs_recoding': False}",1/1/17 14:54,165
166,17224308,480,1/3/17 21:44,1/3/17 21:52,3018,34.043732,-118.260139,3019,34.038609,-118.260857,6728,0,One Way,Walk-up,,"{'longitude': '-118.260857', 'latitude': '34.038609', 'needs_recoding': False}",1/3/17 21:44,166
167,17350451,480,1/6/17 06:18,1/6/17 06:26,3019,34.038609,-118.260857,3020,34.031052,-118.26709,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.26709', 'latitude': '34.031052', 'needs_recoding': False}",1/6/17 06:18,167
168,17374846,960,1/6/17 16:13,1/6/17 16:29,3020,34.031052,-118.26709,3067,34.045181,-118.250237,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.250237', 'latitude': '34.045181', 'needs_recoding': False}",1/6/17 16:13,168
169,17486887,840,1/8/17 09:44,1/8/17 09:58,3067,34.045181,-118.250237,3064,34.04681,-118.256981,6728,0,One Way,Walk-up,,"{'longitude': '-118.256981', 'latitude': '34.04681', 'needs_recoding': False}",1/8/17 09:44,169
170,17655212,300,1/10/17 19:56,1/10/17 20:01,3064,34.04681,-118.256981,3035,34.048401,-118.260948,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",1/10/17 19:56,170
171,17655204,240,1/10/17 20:19,1/10/17 20:23,3035,34.048401,-118.260948,3064,34.04681,-118.256981,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.256981', 'latitude': '34.04681', 'needs_recoding': False}",1/10/17 20:19,171
172,17713915,240,1/11/17 18:07,1/11/17 18:11,3064,34.04681,-118.256981,3063,34.049198,-118.252831,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.252831', 'latitude': '34.049198', 'needs_recoding': False}",1/11/17 18:07,172
173,18124941,420,1/18/17 10:47,1/18/17 10:54,3063,34.049198,-118.252831,3018,34.043732,-118.260139,6728,365,One Way,Flex Pass,,"{'longitude': '-118.260139', 'latitude': '34.043732', 'needs_recoding': False}",1/18/17 10:47,173
174,18132582,840,1/18/17 13:44,1/18/17 13:58,3018,34.043732,-118.260139,3063,34.049198,-118.252831,6728,365,One Way,Flex Pass,,"{'longitude': '-118.252831', 'latitude': '34.049198', 'needs_recoding': False}",1/18/17 13:44,174
175,18800982,1320,1/28/17 23:16,1/28/17 23:38,3027,34.04998,-118.247162,3042,34.049301,-118.238808,6728,0,One Way,Walk-up,,"{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}",1/28/17 23:16,175
176,18844360,780,1/29/17 14:41,1/29/17 14:54,3042,34.049301,-118.238808,3042,34.049301,-118.238808,6728,0,Round Trip,Walk-up,,"{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}",1/29/17 14:41,176
177,18853808,1080,1/29/17 16:52,1/29/17 17:10,3068,34.0532,-118.250954,3018,34.043732,-118.260139,6728,0,One Way,Walk-up,,"{'longitude': '-118.260139', 'latitude': '34.043732', 'needs_recoding': False}",1/29/17 16:52,177
178,18901645,480,1/30/17 08:30,1/30/17 08:38,3018,34.043732,-118.260139,3063,34.049198,-118.252831,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.252831', 'latitude': '34.049198', 'needs_recoding': False}",1/30/17 08:30,178
179,18927765,360,1/30/17 16:01,1/30/17 16:07,3063,34.049198,-118.252831,3074,34.04417,-118.261169,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.261169', 'latitude': '34.04417', 'needs_recoding': False}",1/30/17 16:01,179
180,18934671,1380,1/30/17 17:38,1/30/17 18:01,3074,34.04417,-118.261169,3035,34.048401,-118.260948,6728,0,One Way,Walk-up,,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",1/30/17 17:38,180
181,18934642,60,1/30/17 18:06,1/30/17 18:07,3035,34.048401,-118.260948,3035,34.048401,-118.260948,6728,30,Round Trip,Monthly Pass,,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",1/30/17 18:06,181
182,18941656,840,1/30/17 20:19,1/30/17 20:33,3035,34.048401,-118.260948,3040,34.05357,-118.266357,6728,0,One Way,Walk-up,,"{'longitude': '-118.266357', 'latitude': '34.05357', 'needs_recoding': False}",1/30/17 20:19,182
183,19821114,540,2/11/17 17:42,2/11/17 17:51,3040,34.05357,-118.266357,3040,34.05357,-118.266357,6728,30,Round Trip,Monthly Pass,,"{'longitude': '-118.266357', 'latitude': '34.05357', 'needs_recoding': False}",2/11/17 17:42,183
184,19823767,780,2/11/17 17:51,2/11/17 18:04,3040,34.05357,-118.266357,3011,34.04113,-118.267982,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.267982', 'latitude': '34.04113', 'needs_recoding': False}",2/11/17 17:51,184
185,20317186,4560,2/18/17 16:47,2/18/17 18:03,3011,34.04113,-118.267982,3011,34.04113,-118.267982,6728,0,Round Trip,Walk-up,,"{'longitude': '-118.267982', 'latitude': '34.04113', 'needs_recoding': False}",2/18/17 16:47,185
186,20435759,2340,2/20/17 11:46,2/20/17 12:25,3011,34.04113,-118.267982,3042,34.049301,-118.238808,6728,0,One Way,Walk-up,,"{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}",2/20/17 11:46,186
187,20495415,240,2/21/17 12:22,2/21/17 12:26,3027,34.04998,-118.247162,3030,34.051941,-118.24353,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.24353', 'latitude': '34.051941', 'needs_recoding': False}",2/21/17 12:22,187
188,20497874,540,2/21/17 13:13,2/21/17 13:22,3030,34.051941,-118.24353,3032,34.049889,-118.255882,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.255882', 'latitude': '34.049889', 'needs_recoding': False}",2/21/17 13:13,188
189,20672810,1020,2/24/17 13:02,2/24/17 13:19,3068,34.0532,-118.250954,3000,NA,NA,6728,30,One Way,Monthly Pass,,,2/24/17 13:02,189
190,20687981,480,2/24/17 18:57,2/24/17 19:05,3064,34.04681,-118.256981,3056,34.03746,-118.265381,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.265381', 'latitude': '34.03746', 'needs_recoding': False}",2/24/17 18:57,190
191,20810253,480,2/26/17 11:14,2/26/17 11:22,3056,34.03746,-118.265381,3018,34.043732,-118.260139,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.260139', 'latitude': '34.043732', 'needs_recoding': False}",2/26/17 11:14,191
192,20810250,300,2/26/17 11:35,2/26/17 11:40,3018,34.043732,-118.260139,3056,34.03746,-118.265381,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.265381', 'latitude': '34.03746', 'needs_recoding': False}",2/26/17 11:35,192
193,21670649,1680,3/9/17 12:41,3/9/17 13:09,3056,34.03746,-118.265381,3056,34.03746,-118.265381,6728,30,Round Trip,Monthly Pass,,"{'longitude': '-118.265381', 'latitude': '34.03746', 'needs_recoding': False}",3/9/17 12:41,193
194,21681093,600,3/9/17 16:11,3/9/17 16:21,3056,34.03746,-118.265381,3032,34.049889,-118.255882,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.255882', 'latitude': '34.049889', 'needs_recoding': False}",3/9/17 16:11,194
195,22025348,420,3/13/17 14:09,3/13/17 14:16,3032,34.049889,-118.255882,3035,34.048401,-118.260948,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",3/13/17 14:09,195
196,22033235,60,3/13/17 16:31,3/13/17 16:32,3035,34.048401,-118.260948,3035,34.048401,-118.260948,6728,0,Round Trip,Walk-up,,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",3/13/17 16:31,196
197,22057852,240,3/13/17 22:07,3/13/17 22:11,3035,34.048401,-118.260948,3008,34.046612,-118.262733,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.262733', 'latitude': '34.046612', 'needs_recoding': False}",3/13/17 22:07,197
198,22113350,480,3/14/17 13:16,3/14/17 13:24,3068,34.0532,-118.250954,3082,34.04652,-118.237411,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.237411', 'latitude': '34.04652', 'needs_recoding': False}",3/14/17 13:16,198
199,22137529,360,3/14/17 19:20,3/14/17 19:26,3082,34.04652,-118.237411,3038,34.046822,-118.248352,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.248352', 'latitude': '34.046822', 'needs_recoding': False}",3/14/17 19:20,199
200,22154508,480,3/14/17 23:38,3/14/17 23:46,3038,34.046822,-118.248352,3048,34.041691,-118.235352,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.235352', 'latitude': '34.041691', 'needs_recoding': False}",3/14/17 23:38,200
201,22187646,480,3/15/17 07:58,3/15/17 08:06,3048,34.041691,-118.235352,3069,34.05088,-118.248253,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.248253', 'latitude': '34.05088', 'needs_recoding': False}",3/15/17 07:58,201
202,22203012,1620,3/15/17 11:38,3/15/17 12:05,3069,34.05088,-118.248253,3069,34.05088,-118.248253,6728,0,Round Trip,Walk-up,,"{'longitude': '-118.248253', 'latitude': '34.05088', 'needs_recoding': False}",3/15/17 11:38,202
203,22214932,360,3/15/17 14:58,3/15/17 15:04,3069,34.05088,-118.248253,3048,34.041691,-118.235352,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.235352', 'latitude': '34.041691', 'needs_recoding': False}",3/15/17 14:58,203
204,22218978,1080,3/15/17 16:28,3/15/17 16:46,3048,34.041691,-118.235352,3063,34.049198,-118.252831,6728,0,One Way,Walk-up,,"{'longitude': '-118.252831', 'latitude': '34.049198', 'needs_recoding': False}",3/15/17 16:28,204
205,22231460,180,3/15/17 19:14,3/15/17 19:17,3063,34.049198,-118.252831,3064,34.04681,-118.256981,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.256981', 'latitude': '34.04681', 'needs_recoding': False}",3/15/17 19:14,205
206,22239997,180,3/15/17 21:43,3/15/17 21:46,3064,34.04681,-118.256981,3031,34.044701,-118.252441,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.252441', 'latitude': '34.044701', 'needs_recoding': False}",3/15/17 21:43,206
207,22286467,240,3/16/17 09:09,3/16/17 09:13,3031,34.044701,-118.252441,3046,34.05302,-118.247948,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.247948', 'latitude': '34.05302', 'needs_recoding': False}",3/16/17 09:09,207
208,22322962,360,3/16/17 18:35,3/16/17 18:41,3046,34.05302,-118.247948,3014,34.05661,-118.237213,6728,0,One Way,Walk-up,,"{'longitude': '-118.237213', 'latitude': '34.05661', 'needs_recoding': False}",3/16/17 18:35,208
209,22331557,360,3/16/17 20:25,3/16/17 20:31,3014,34.05661,-118.237213,3062,34.047749,-118.243172,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.243172', 'latitude': '34.047749', 'needs_recoding': False}",3/16/17 20:25,209
210,22381462,720,3/17/17 09:08,3/17/17 09:20,3062,34.047749,-118.243172,3075,34.04211,-118.256187,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.256187', 'latitude': '34.04211', 'needs_recoding': False}",3/17/17 09:08,210
211,22420813,480,3/17/17 19:03,3/17/17 19:11,3075,34.04211,-118.256187,3038,34.046822,-118.248352,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.248352', 'latitude': '34.046822', 'needs_recoding': False}",3/17/17 19:03,211
212,22429173,2160,3/17/17 21:20,3/17/17 21:56,3038,34.046822,-118.248352,3046,34.05302,-118.247948,6728,0,One Way,Walk-up,,"{'longitude': '-118.247948', 'latitude': '34.05302', 'needs_recoding': False}",3/17/17 21:20,212
213,22599621,59220,3/19/17 01:10,3/19/17 17:37,3046,34.05302,-118.247948,3031,34.044701,-118.252441,6728,365,One Way,Flex Pass,,"{'longitude': '-118.252441', 'latitude': '34.044701', 'needs_recoding': False}",3/19/17 01:10,213
214,22611617,960,3/19/17 20:06,3/19/17 20:22,3031,34.044701,-118.252441,3035,34.048401,-118.260948,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.260948', 'latitude': '34.048401', 'needs_recoding': False}",3/19/17 20:06,214
215,22869179,3600,3/22/17 18:31,3/22/17 19:31,3052,34.051102,-118.264557,3020,34.031052,-118.26709,6728,0,One Way,Walk-up,,"{'longitude': '-118.26709', 'latitude': '34.031052', 'needs_recoding': False}",3/22/17 18:31,215
216,23210589,37920,3/26/17 10:35,3/26/17 21:07,3020,34.031052,-118.26709,3047,34.039982,-118.266403,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.266403', 'latitude': '34.039982', 'needs_recoding': False}",3/26/17 10:35,216
217,23425763,600,3/29/17 08:13,3/29/17 08:23,3047,34.039982,-118.266403,3069,34.05088,-118.248253,6728,0,One Way,Walk-up,,"{'longitude': '-118.248253', 'latitude': '34.05088', 'needs_recoding': False}",3/29/17 08:13,217
218,23440987,600,3/29/17 12:45,3/29/17 12:55,3069,34.05088,-118.248253,3062,34.047749,-118.243172,6728,0,One Way,Walk-up,,"{'longitude': '-118.243172', 'latitude': '34.047749', 'needs_recoding': False}",3/29/17 12:45,218
219,23460963,540,3/29/17 17:02,3/29/17 17:11,3062,34.047749,-118.243172,3014,34.05661,-118.237213,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.237213', 'latitude': '34.05661', 'needs_recoding': False}",3/29/17 17:02,219
220,23635431,420,3/31/17 17:02,3/31/17 17:09,3024,34.05772,-118.24897,3042,34.049301,-118.238808,6728,30,One Way,Monthly Pass,,"{'longitude': '-118.238808', 'latitude': '34.049301', 'needs_recoding': False}",3/31/17 17:02,220